Name,Phone,URL,Square Feet Total,Neighborhood,Organization Type,Dominant Discipline,Year of Occupation,Rent vs Own,Age of Current Building, Year Organization Founded,Number of Past Facilities,Stages and Theaters,Stage & Theater Seats ,Gallery Space,Gallery Square Feet,ADA Compliant,Available Parking,Street Presence,Rental Space ,Alcohol Sales,Funded by A&C,"Stability Index (5=very stable, 1=very uncertain)",Constituency over 50% one race,Length of Lease (Date),Address,Location,Closed Date,Closed?
Grand Illusion,(206) 523-3935,www.grandillusioncinema.org,1000,University District,Y,Cinema,1973,R,1920,2003,0,1,70,N,0,N,0,Y,Y,N,N,3,,,1403 NE 50th St. Seattle WA 98105,"(47.6647520, -122.3127097)",,0
Gravelvoice,,www.scottcolburn.com,1000,Ballard,N,Music,2003,O,1908,1988,10,0,0,N,0,N,0,N,N,N,N,5,,0,,,,0
Great Northern & Cascade Railway,(425) 231-8797,www.greatnorthernandcascade.com,1440,,Y,Heritage,2013,R,1898,2013,0,0,,Y,300,Y,80,Y,N,N,,5,,2015,101 N 5th St Skykomish WA 98288,"(47.7082490, -121.3609810)",,0
Greater Kent Historical Society and Museum,(253) 854-4330,www.gkhs.org,3575,,Y,Heritage,1998,Other,1908,1993,1,0,,N,,Partial,20,Y,N,Y,,5,,,855 E. Smith St. Kent WA 98030,"(47.3832123, -122.2237103)",,0
Greater Maple Valley Community Center,(425) 432 1272,www.maplevalleycc.org,6000,,Y,Multi-use,1976,O,1976,1976,0,0,,N,,Partial,75,Y,Y,N,,5,,,22010 SE 248th St Maple Valley WA 98038,"(47.3807470, -122.0477420)",,0
Green Eileen,(206) 722-2551,http://www.greeneileen.org/,2500,Columbia City,N,Arts/Cultural Training or Education,2013,R,1900,2013,,,,N,,Y,0,Y,No,N,N,5,,2021,4860 Rainier Ave S.,"(47.5583420, -122.2848280)",,0
Green Lake Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,7201 East Green Lake Dr N Seattle WA 98115,"(47.6803910, -122.3258880)",,0
Green River Community College Heavier Than Air (Located in Interurban),(253) 833-9111,www.heavierthanair.com/,0,,Y,Performance,2001,Other,2001,1975,1,1,200,N,0,N,75,N,N,N,,5,,,12401 SE 320th Street Auburn WA 98092,"(47.3124520, -122.1742110)",,0
Green River Community College Interurban Center for the Arts,(253) 833-9111,www.interurbancenterforthearts.com,75,,Y,Visual,1984,,1965,1984,0,0,,Y,300,I don't know.,200,Y,N,N,,5,,,12401 SE 320th Street Auburn WA 98092,"(47.3124520, -122.1742110)",,0
Greenwood Violin Studio,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,13000 Linden Ave N Seattle WA 98133,"(47.7238040, -122.3473510)",,0
Greg Kucera Gallery,2066240770,http://www.gregkucera.com/,6000,Pioneer Square,Public / Government,Visual,2000,Own,1904,1983,,0,0,Yes,3800,Do not know,0,No,Yes,No,No,4,,0,212 THIRD AVE S,"(47.6004217, -122.3298023)",,0
Greg Thompson Productions,,,,,,Performance,,,,,,,,,,,,,,,,,,,921 Elliott Ave W Seattle WA 98119,"(47.6273290, -122.3693500)",,0
Grover Thurston Gallery,(206) 223-0816,www.groverthurston.com,1500,Pioneer Square,N,Visual,2010,R,1910,1989,2,0,0,Y,1500,Partial,0,Y,N,N,N,4,,,319 3rd Ave S Seattle WA 98104,"(47.5994156, -122.3305147)",,0
Guitar Center,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,530 Westlake Ave Seattle WA 98109,"(47.6238350, -122.3384600)",,0
Gunnar Nordstrom Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,"Bellevue Place, 800 Bellevue Way Northeast #111 Bellevue WA 98004","(47.6180550, -122.2004800)",,0
Hailstone Feed Store and  Museum,,,,,,Heritage,,,,,,,,,,,,,,,,,,,232 Front Street North  Issaquah WA 98027-3232,"(47.5328570, -122.0362430)",,0
Half Price Books,,,,,,Literary,,,,,,,,,,,,,,,,,,,4709 Roosevelt Way N.E. Seattle WA 98105,"(47.6635780, -122.3177260)",,0
Hall Spassov Gallery,(206) 923-0816,www.hallspassov.com,5000,Pioneer Square,N,Visual,2002,R,1915,2002,2,0,0,Y,5000,Y,0,Y,N,N,N,4,,2017,319 3rd Avenue S Seattle WA 98104,"(47.6274030, -122.3471370)",,0
Hall Spassov Gallery Bellevue,(425) 453.3244,www.hallspassov.com,5000,,N,Visual,2002,R,1915,2002,2,0,,Y,5000,Y,0,Y,N,N,,4,,2017,"800 Bellevue Way NE, Suite 150 Bellevue WA 98004","(47.6180550, -122.2004800)",,0
Haller Lake Community Club,,,,,,Community Center,,,,,,,,,,,,,,,,,,,12579 Densmore Ave N Seattle WA 98133,"(47.7216720, -122.3385540)",,0
Haller Lake United Methodist Church,(206) 362-5383,www.hallerlakeumc.org,1200,Haller Lake,Y,Music,1952,O,1952,1912,0,0,0,N,0,Y,100,Y,N,N,N,5,,0,13055 1st Ave NE Seattle WA 98125,"(47.7246515, -122.3293843)",,0
Hanson Scott Gallery,,,,,,Performance,,,,,,,,,,,,,,,,,,,121 Prefontaine Pl S Seattle WA 98104,"(47.6011373, -122.3295897)",,0
Harbor School,(206) 567-5955,www.harborschool.org,5664,,Y,Arts/Cultural Training or Education,1995,R,1959,1995,0,0,,N,0,Partial,20,Y,N,N,,4,,2044,15920 Vashon Highway SW Vashon WA 98070,"(47.4624930, -122.4588830)",,0
Hard Rock Cafe,(206) 204-2233,www.hardrock.com,14000,Downtown,N,Multi-use,2010,R,1920,2010,0,0,0,N,0,Y,0,Y,Y,Y,N,5,,,116 Pike St Seattle WA 98101,"(47.6093109, -122.3394956)",,0
Harmony Ballroom,(425) 453-7436 ,www.harmonyballroom.com,2000,,N,Arts/Cultural Training or Education,2011,R,1978,2011,0,0,0,N,0,Y,150,N,Y,N,,4,,,407 132nd Ave NE #7 Bellevue WA 98005,"(47.6174970, -122.1643400)",,0
Harvard Exit Theatre (CLOSED),,,,,,Cinema,,,,,,,,,,,,,,,,,,,807 E Roy St Seattle WA 98102,"(47.6250082, -122.3215822)",2015-01-31T00:00:00,1
Hawthorne Stereo,,,,,,Music,,,,,,,,,,,,,,,,,,,6303 Roosevelt Way NE Seattle WA 98115,"(47.6742880, -122.3173530)",,0
"HeART, the Gallery",,,,,,Visual,,,,,,,,,,,,,,,,,,,570 1st Ave A Seattle WA 98104,"(47.5963028, -122.3338311)",,0
Heartland (CLOSED),,,,,,Music,,,,,,,,,,,,,,,,,,,5306 Roosevelt Way NE Seattle WA 98105,"(47.6673902, -122.3170984)",,1
Hengda Dance Academy,(206) 287-9998,www.hengdadance.com,1100,International District,Y,Arts/Cultural Training or Education,1995,R,1985,1993,3,0,,N,0,I don't know.,1,N,N,N,Y,5,,2024,815 S Weller St Seattle WA 98104,"(47.5972693, -122.3219630)",,0
Henry and Mei Art School,(425) 395-4143,www.henryandmei.com,900,,N,Arts/Cultural Training or Education,2011,O,2001,2011,0,0,,Y,20,I don't know.,3,Y,N,Y,,4,,,1138 268th Way SE Sammamish WA 98075,"(47.5989680, -121.9825540)",,0
Henry Art Museum,(206) 543-2280,www.henryart.org,40000,University District,Y,Visual,1927,Other,1927,1927,0,1,150,Y,16004,Y,0,N,N,Y,Y,5,,2017,15th Ave NE Seattle WA 98105,"(47.6539065, -122.3121096)",,0
"Henry Bischofberger Violins, LLC",(425) 822-0717,,500,,N,Live/Work,1993,O,1961,1955,2,0,,N,,Y,10,Y,N,N,,5,,,5807 114th Ave NE Kirkland WA 98033,"(47.6594530, -122.1885470)",,0
Hi-Liners Inc,(206) 890-2583,www.hi-liners.org,4000,,Y,Performance,2010,R,1956,1966,,1,140,N,,Y,32,Y,N,N,,3,,,14501 4th Ave SW Burien WA 98166,"(47.4730680, -122.3391670)",,0
High Dive,,,,,,Music,,,,,,,,,,,,,,,,,,,513 N 36th St Seattle WA 98103,"(47.6513564, -122.3515985)",,0
High Point Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,6920 34th Ave SW Seattle WA 98126,"(47.5402370, -122.3733600)",,0
High Voltage Music Store,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,910 E Pike St Seattle WA 98122,"(47.6143380, -122.3201070)",,0
Highland Dance Academy,,,,,,Performance,,,,,,,,,,,,,,,,,,,1025 231st PL NE Sammamish WA 98074,"(47.6190180, -122.0311420)",,0
Highland Park Improvement Club,(206) 762-9825,www.hpic1919.org,3000,Highland Park,Y,Multi-use,1919,O,1970,1919,0,1,100,N,0,Partial,15,Y,Y,Y,N,3,,,1116 SW Holden St Seattle WA 98106,"(47.5342216, -122.3500717)",,0
Highlands Council,(425) 507-1107,www.ihwebsite.com,,,,Heritage,,,,,,,,,,,,,,,,,,,2550 NE Park Drive Issaquah WA 98029,"(47.5479560, -121.9966170)",,0
Highline Botanical Garden Foundation/Highline SeaTac Botanical Garden,(206) 391-4003,www.highlinegarden.org,217000,,Y,Heritage,2000,R,2000,1999,0,0,0,N,0,I don't know.,100,Y,Y,N,,5,,,13735 24th Avenue South SeaTac WA 98168,"(47.4802980, -122.3038970)",,0
Highline Historical Society,,,,,,Heritage,,,,,,,,,,,,,,,,,,,819 SW 152nd St Burien WA 98166,"(47.4665290, -122.3454380)",,0
Highline Performing Arts Center,,,,,,Performance,,,,,,,,,,,,,,,,,,,401 South 152nd Street Burien WA 98148,"(47.4664890, -122.3288690)",,0
Highway 99 Blues Club,(206) 382-2171,www.highwayninetynine.com,6000,Downtown,N,Music,2004,R,1909,2001,0,1,160,Y,350,Y,0,Y,Y,Y,N,4,,2015,1414 Alaskan Way Seattle WA 98101,"(47.6017992, -122.3366083)",,0
Hillman Guitar Instruction,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,2412 Westlake Ave N Suite 2A Seattle WA 98109,"(47.6401020, -122.3411030)",,0
Hinge Gallery,(206) 659-9243,www.hingegallery.com,1000,,N,Visual,2014,R,1900,2011,1,0,,Y,500,I don't know.,0,Y,Y,N,,5,,,17635 Vashon HWY SW Vashon WA 98070,"(47.4464050, -122.4607490)",,0
Historic Seattle Dearborn House,,,,,,Heritage,,,,,,,,,,,,,,,,,,,1117 Minor Ave Seattle WA 98101,"(47.6108740, -122.3254700)",,0
Historical Society of Federal Way,(206) 412-5545,www.federalwayhistory.org,2500,,Y,Heritage,2006,R,1943,1988,1,0,,N,,Y,10,Y,N,N,,3,,2020,2645 S 312th St Federal Way WA 98023,"(47.3222890, -122.2989550)",,0
History House of Greater Seattle,,,,,,Heritage,,,,,,,,,,,,,,,,,,,790 N 34th St Seattle WA 98103,"(47.6493470, -122.3480760)",,0
Hobby Lobby,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,3200 Aurora Ave N Seattle Wa 98133,"(47.7545090, -122.3456500)",,0
Hollow Earth Radio,(206) 588-5437,www.hollowearthradio.org,1000,Central District,Y,Music,2010,R,1900,2006,0,0,0,Y,25,N,0,Y,N,N,Y,3,,2016,2018 A E. Union St Seattle WA 98122,"(47.6129184, -122.3160280)",,0
Holy Cow Records,,,,,,Music,,,,,,,,,,,,,,,,,,,1501 Pike Pl Suite 325 Seattle WA 98121,"(47.6087070, -122.3410490)",,0
Horn of Africa Services,,,,,,Community Center,,,,,,,,,,,,,,,,,,,4714 Rainier Avenue South Suite 105 Seattle WA 98118,"(47.5600770, -122.2864610)",,0
Hot Glass Color,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,2227 5th Ave Seattle WA 98121,"(47.6154770, -122.3422100)",,0
House Studios,,,,,,Studios,,,,,,,,,,,,,,,,,,,325 2nd Ave West Seattle WA 98119,"(47.6217800, -122.3597180)",,0
Howard House,,,,,,Visual,,,,,,,,,,,,,,,,,,,604 2nd Ave Seattle WA 98104,"(47.6026190, -122.3323144)",,0
Howard Mandville Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,120 Park Lane Kirkland WA 98033,"(47.6762610, -122.2061490)",,0
Hugo House,(206) 322-7030,www.hugohouse.org,11000,Capitol Hill,Y,Literary,2004,R,1900,2000,2,2,87,,,Y,20,Y,Y,Y,N,2,,,1634 11th Ave Seattle WA 98122,"(47.6162473, -122.3178798)",2016-05-15T00:00:00,0
Hugo House,(206) 322-7030,www.hugohouse.org,,First Hill,Y,Literary,2016,R,,2000,3,,,,,Y,0,Y,Y,Y,N,,,,"1021 Columbia St, Seattle, WA 98104","(47.6075500, -122.3240100)",,1
Humanities Washington,(206) 682-1770,www.humanities.org,2450,South Lake Union,Y,Arts/Cultural Administration or Advocacy,2013,R,2000,1973,5,0,,N,,Y,2,Y,N,N,N,4,,2021,"1015 8th Ave. N., Suite B Seattle WA 98109","(47.6134869, -122.3144433)",,0
Hydroplane and Raceboat Museum,(206) 764-9453,www.hydromuseum.org,12000,,Y,Preservation,2003,R,2002,1984,2,0,,Y,200,Y,72,Y,Y,N,,4,,2016,5917 South 196th St Kent WA 98032,"(47.4266170, -122.2590602)",,0
ID/Chinatown Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,719 8th Ave S Seattle WA 98104,"(47.5964190, -122.3224460)",,0
"Igimo Art Station, LLC",(206) 760-3797,www.igimo.com,632,Columbia City,N,Arts/Cultural Training or Education,2015,R,1960,2014,1,0,0,I don't know.,0,Y,2,Y,N,I don't know.,N,5,,2016,"4739 Rainier Ave S, Seattle, WA 98118","(47.5595630, -122.2867360)",,0
Illumination Learning Studio,(206) 789-ARTS,www.ILSKids.com,2500,Phinney Ridge,N,Arts/Cultural Training or Education,2013,R,1990,2013,0,1,40,N,,Y,0,Y,N,N,N,4,,3,7720 Greenwood Ave N #101 Seattle WA 98103,"(47.6852800, -122.3549120)",,0
Image Journal,(206) 281-2988,www.imagejournal.org,1000,Queen Anne,Y,Visual,2001,Other,1980,1989,2,0,0,N,,I don't know.,3,I don't know.,N,N,N,5,,,3307 3rd Ave W Seattle WA 98119,"(47.6490690, -122.3608900)",,0
Impact Hub Seattle,(206) 430-6007,www.impacthubseattle.com,20000,Pioneer Square,N,Live/Work,2011,R,1905,2010,2,0,0,Y,2000,Partial,0,Y,Y,Y,N,5,,2024,220 2nd Ave S Seattle WA 98104,"(47.6007271, -122.3313269)",,0
Impress Cards and Crafts,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,2621 NE Village Lane Seattle WA 98105,"(47.6604000, -122.2805250)",,0
"Independent Order of Odd Fellows, Des Moines #305",(206) 878-6499,www.facebook.com/IoofDesMoines305,2000,,Y,Multi-use,1912,O,1900,1912,0,0,,N,,N,0,Y,Y,N,,5,,,728 S 225th Street Des Moines WA 98198,"(47.4005930, -122.3254770)",,0
Inscape Building,(206) 458-2716,www.inscapearts.org,77000,International District,N,Studios,2010,O,1930,2010,0,1,100,Y,600,Y,22,Y,Y,N,N,5,,0,815 Seattle Blvd S Seattle WA 98134,"(47.5951170, -122.3270859)",,0
Inspire Me Mandalas,(206) 861-5692,www.InspireMeMandalas.com,300,,N,Visual,2013,R,1980,2010,2,0,,Y,30,Y,8,N,N,N,,1,,It's month to month.,17181 128th Place NE Woodinville WA 98072,"(47.7517840, -122.1695780)",,0
Institute for Community Leadership,(253) 508-2350,www.icleadership.org,,,,Multi-use,,,,,,,,,,,,,,,,,,,24833 180th Ave se Kent WA 98042,"(47.3793560, -122.1042860)",,0
Interbay Worklofts,(206) 286-3550,www.interbayworklofts.com,2000,Interbay,N,Multi-use,2012,Other,2013,2012,0,0,0,N,0,Y,92,Y,Y,N,N,4,,0,3131 Western Ave #419 Seattle WA 98121,"(47.6182617, -122.3577413)",,0
International Artists Foundation/Emerald City Ringers,(425) 922-6810,www.intartists.com,5000,,Y,Music,1942,O,1942,1942,3,1,300,N,,Y,75,Y,Y,N,,5,,,6450 NE 183rd St Kenmore WA 98028,"(47.7618400, -122.2551030)",,0
International Ballet Theatre,(425) 822-7694,www.ibtBellevue.org,,,,Performance,,,,,,,,,,,,,,,,,,,507 6th St S Kirkland WA 98033,"(47.6715750, -122.1961861)",,0
International Drop-In Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,7301 Beacon Ave S Seattle WA 98108,"(47.5363690, -122.2934190)",,0
Interstitial,,,,,,Visual,,,,,,,,,,,,,,,,,,,"6007 12th Ave South 3rd Floor Seattle, WA 98108","(47.5488850, -122.3175960)",,0
IsGood Woodworks,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,"4660 E Marginal Way S #7 Seattle, WA 98134","(47.5605930, -122.3386760)",,0
Island Books Mercer Island,(206) 232-6920,www.mercerislandbooks.com,4000,,N,Performance,1973,R,1960,1973,0,0,,N,,N,25,Y,N,N,,4,,,3014 78th Ave. SE Mercer Island WA 98040,"(47.5834900, -122.2325510)",,0
Issaquah Dance Theatre,(425) 319-2632,www.issaquahdance.com,7500,,Government,Arts/Cultural Training or Education,2015,R,1990,2000,2,0,,N,,Y,50,Y,Y,N,,5,,,320 3rd Ave NE Issaquah WA 98027,"(47.5334080, -122.0307270)",,0
Issaquah Depot Museum,,,,,,Heritage,,,,,,,,,,,,,,,,,,,78 1st Ave NE Issaquah WA 98027,"(47.5306380, -122.0354240)",,0
Issaquah Historical Society and Museums,(425) 392-3500,www.issaquahhistory.org,4500,,Y,Heritage,1972,Other,1888,1972,0,0,,Y,800,Y,0,Y,Y,N,,4,,,165 SE Andrews Street Issaquah WA 98027,"(47.5290370, -122.0337140)",,0
Jack Straw,(206) 634-0919,www.jackstraw.org,11000,University District,Y,Multi-use,1985,O,1922,1962,3,1,,Y,300,Partial,0,Y,Y,Y,Y,5,,0,4261 Roosevelt Way NE Seattle WA 98105,"(47.6593157, -122.3179173)",,0
Jam Academy Music School ,(425) 402-3700,www.JamAcademy.com,2500,,N,Music,2007,R,2006,2007,0,1,49,N,0,Y,10,N,Y,N,,2,,2016,17802 134th Ave NE? #19 Woodinville WA 98072,"(47.7584110, -122.1595890)",,0
Jamtown,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,12729 Lake City Way NE Seattle WA 98125,"(47.7221470, -122.2941323)",,0
Jazz Night School,(206) 722-6061,http://www.jazznightschool.org,1500,Hillman City,Y,Arts/Cultural Training or Education,2016,R,1950,2008,1,1,35,N,0,Y,,Y,Yes,N,P,4,,2026,3916 S Morgan St,"(47.5440673, -122.2824356)",,0
JCCCW Japanese Cultural & Community Center of WA,,,,,,Community Center,,,,,,,,,,,,,,,,,,,1414 S Weller St Seattle WA 98144,"(47.5977440, -122.3120120)",,0
Jefferson Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,3801 Beacon Ave S Seattle WA 98108,"(47.5696340, -122.3074730)",,0
Jeffrey Moose Gallery,(206) 467-6951,www.jeffreymoosegallery.com,2400,Downtown,N,Visual,1995,R,1972,1992,2,0,0,Y,2000,Y,80,N,N,Y,N,2,,It's month-to-month.,1333 5th Ave # 2 Seattle WA 98101,"(47.6091917, -122.3345412)",,0
Jet City Improv,(206) 352-8291,www.jetcityimprov.org,4250,University District,Y,Performance,2003,R,1937,1992,3,1,132,N,,Y,1,Y,Y,Y,Y,5,,No date.,5510 University Way NE Seattle WA 98105,"(47.6688694, -122.3126674)",,0
Jive Time,,,,,,Music,,,,,,,,,,,,,,,,,,,3506 Fremont Ave N Seattle WA 98103,"(47.6506600, -122.3498900)",,0
Jo Ann Fabrics and Crafts Aurora,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,15236 Aurora Ave N Seattle WA 98133,"(47.7393640, -122.3452730)",,0
Jo Ann Fabrics and Crafts Ballard,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,2217 NW 57th St Seattle WA 98107,"(47.6698190, -122.3856890)",,0
Joyful Noise Seattle,(425)-941-1699,www.joyfulnoiseseattle.org,150,,Y,Music,2010,Other,1941,2010,0,0,,N,,I don't know.,0,Y,N,N,,5,,,235 10th Ave W Kirkland WA 98033,"(47.6828710, -122.2102580)",,0
Juan Alonso Studio,,,,,,Visual,,,,,,,,,,,,,,,,,,,214 1st Ave S Suite B15 Seattle WA 98104,"(47.6004712, -122.3339630)",,0
Juanita Community Club Hall Rental ,,,,,,Preservation,,,,,,,,,,,,,,,,,,,13027 100th Avenue Northeast Kirkland WA 98034,"(47.7175190, -122.2082710)",,0
Julia's on Broadway,,,,,,Performance,,,,,,,,,,,,,,,,,,,300 Broadway East Seattle WA 98102,"(47.6213190, -122.3205410)",,0
Jupiter Studios,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,4000 Wallingford Ave North Seattle WA 98013,"(47.6558318, -122.3360715)",,0
Kalaksetra-renamed Northwest SHARE,(425) 208-5036,www.nwshare.org,5000,,Y,Arts/Cultural Training or Education,2008,R,2007,2000,1,1,40,Y,400,I don't know.,40,Y,N,N,,4,,2020,1420 228th Ave SE Sammamish WA 98075,"(47.5963970, -122.0346760)",,0
Kaleidoscope School of Music,(425) 443-5033,www.issaquahlessons.com,1400,,N,Music,2005,R,1973,2005,0,0,,N,,N,16,Y,N,N,,4,,,195 Front St N Suite G Issaquah WA 98027,"(47.5324100, -122.0367670)",,0
Kate Alkarni Gallery,(206) 453-0043,www.katealkarnigallery.com,1500,Georgetown,N,Visual,2012,R,1968,2012,0,0,0,Y,1500,Y,,Y,N,Y,N,4,,2014,5701 6th Ave S Atrium Suite 221 Seattle WA 98108,"(47.5514664, -122.3283134)",,0
KCTS 9,"401 Mercer St. Seattle, WA, 98109",,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,"(47.6238820, -122.3482510)",,0
KXSU Radio,(206) 296-6000,www.ksubseattle.org,500,First Hill,Y,Music,2005,O,1950,1996,1,1,,N,0,,0,N,N,N,N,5,,0,901 12th Ave Seattle WA 98122,"(47.6106553, -122.3171103)",,0
Kenmore Heritage Society,(206) 372.8174,www.scn.org/kenmoreheritage,600,,Y,Arts/Cultural Administration or Advocacy,1930,Other,1929,1998,0,1,120,Y,200,Y,40,Y,Y,N,,5,,,19414 77th Pl. NE  Kenmore WA 98028-0027,"(47.7690070, -122.2356210)",,0
Kennelly Keys Music,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,10720 5th Ave NE Seattle WA 98125,"(47.7077030, -122.3232630)",,0
Kent-Meridian High School Performing Arts Center,(253) 373-4069,www.kent.k12.wa.us/domain/119,5000,,Other,Performance,2001,Other,1950,1920,0,1,350,N,,Y,200,N,N,N,,5,,,10020 SE 256th St Kent WA 98030,"(47.3737430, -122.2073600)",,0
Kentwood High School/Kentwood Players,(253) 373-4717,www.kent.k12.wa.us,12000,,Y,Multi-use,1990,Other,1981,1981,0,1,475,N,,N,300,Y,Y,N,,5,,,26500 164th Ave. SE Covington WA 98042,"(47.3635960, -122.1229680)",,0
Kenyon Hall,(206) 937-3613,www.kenyonhall.org,1200,West Seattle,Y,Performance,1992,O,1916,1992,0,1,125,N,0,Partial,1,Y,Y,N,N,5,,0,7904 35th Ave SW Seattle WA 98126,"(47.5316617, -122.3761768)",,0
Keys on Main,,,,,,Music,,,,,,,,,,,,,,,,,,,11 Roy St Seattle WA 98109,"(47.6253458, -122.3561735)",,0
Khambatta Dance Company,,,,,,Performance,,,,,,,,,,,,,,,,,,,5609 34th Ave SW Seattle Washington 98126,"(47.5515980, -122.3753360)",,0
KidsQuest Children's Museum,(425) 637-8100,www.kidsquestmuseum.org,9745,,Y,Arts/Cultural Training or Education,2005,R,1970,1998,0,0,,N,,Y,200,Y,N,Y,,5,,2016,4091 Factoria Square Mall SE Bellevue WA 98006,"(47.5743134, -122.1708374)",,0
Kind Hand Studio (CLOSED),(206) 618-1447,www.khspottery.com,158,Ballard,N,Arts/Cultural Training or Education,2012,R,,2000,1,0,0,N,0,,0,,,N,N,2,,It's month to month.,4775 Ballard Ave NW Seattle WA 98107,"(47.6642404, -122.3810653)",2013-12-01T00:00:00,1
Kings Hall,(206) 550-4193,https://www.kingshallseattle.com/,10000,Beacon Hill,N,Performance,2010,R,1960,2010,,1,800,Y,,Y,175,N,N,I don't know.,N,4,,2020,2929 27th Ave South Seattle WA 98118,"(47.5681098, -122.2973139)",,0
Kinokuniya Book Store,(206) 587-2477,www.kinokuniya.com/us,8020,International District,N,Literary,2003,R,2000,2003,1,0,0,N,0,,,Y,,N,N,5,,"2,015",525 South Weller St. Seattle WA 98144,"(47.5975101, -122.3116039)",,0
Kinsey Gallery,(206) 296-2340,www.seattleu.edu/artsci/departments/fine-arts/venues/kinsey,150,First Hill,Y,Visual,2008,O,2009,2008,0,0,0,Y,,Y,0,Y,Y,Y,N,5,,0,824 12th Ave Seattle WA 98122,"(47.6100596, -122.3163837)",,0
Kirkland Arts Center,(425) 463-8532,www.kirklandartscenter.org,8722,,Y,Visual,1962,O,1892,1962,1,0,0,Y,2000,Partial,20,Y,Y,Y,,4,,,620 Market Street Kirkland WA 98033,"(47.6798396, -122.2095785)",,0
Kirkland Dance Center,,,,,,Performance,,,,,,,,,,,,,,,,,,,835 7th Ave Kirkland WA 98033,"(47.6801440, -122.1918470)",,0
Kirkland Heritage Society,(425) 827-1950,kirklandheritage.org,,,,Heritage,,,,,,,,,,,,,,,,,,,"203 Market Street, Lower Level Kirkland WA 98033","(47.6768750, -122.2095200)",,0
Kirkland Performance Center,(425) 828-0422,www.kpcenter.org,,,,Performance,,,,,,,,,,,,,,,,,,,350 Kirkland Ave Kirkland WA 98033,"(47.6755775, -122.2026163)",,0
Kirkland Summer Concert Series,(425) 576-1269,kirklandsummerconcerts.org,,,,Music,,,,,,,,,,,,,,,,,,,9017 Slater Ave NE Kirkland WA 98033,"(47.6827067, -122.1850621)",,0
Kirkland SummerFest,(206) 999-5632,www.kirklandsummerfest.com,,,,Multi-use,,,,,,,,,,,,,,,,,,,121 3rd Ave Kirkland WA 98033-6160,"(47.6772286, -122.2077945)",,0
Kirkland Woman's Club,(425) 823-2604,www.kirklandwoman'sclub.org,,,,Preservation,,,,,,,,,,,,,,,,,,,407 1st St Kirkland WA 98033,"(47.6783700, -122.2086630)",,0
Kirsten Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,5320 Roosevelt Way NE Seattle WA 98105,"(47.6677253, -122.3170573)",,0
Klondike Gold Rush National Historic Park,,,,,,Heritage,,,,,,,,,,,,,,,,,,,319 2nd Ave S Seattle WA 98104,"(47.5993730, -122.3319780)",,0
Kobo at Hibo,,,,International District,,Service/Supply,,,,,,,,,,,,,,,,,,,604 S Jackson St Seattle WA 98104,"(47.5992020, -122.3260820)",,0
Krab Jab Studio,(206) 715-8593,www.krabjabstudio.com,946,Georgetown,N,Visual,2009,R,1893,2011,2,0,0,Y,400,,25,N,Y,N,N,4,,2014,5628 Airport Way South Ste 246 Seattle WA 98108,"(47.5515231, -122.3186879)",,0
Krazy Klay Ceramics,(253) 931-0660,www.klaycrazyceramics.com,1600,,N,Arts/Cultural Training or Education,2006,R,1912,1950,3,0,,I don't know.,,I don't know.,6,Y,Y,N,,3,,,720 A Street SE  Auburn WA 98002,"(47.3005250, -122.2284430)",,0
Kremwerk,,,,,,Music,,,,,,,,,,,,,,,,,,,1809 Minor Ave #10 Seattle WA 98101,"(47.6168710, -122.3311840)",,0
Kruckeberg Botanic Garden Foundation,(206) 546-1281,www.kruckeberg.org,174000,,Y,Heritage,1998,Other,1900,1998,0,0,0,Y,50,Partial,15,Y,Y,N,,4,,,20312 15th Ave NW Shoreline WA 98177,"(47.7762020, -122.3767670)",,0
Kubota Gardens,,,,,,Heritage,,,,,,,,,,,,,,,,,,,9817 55th Ave S  Seattle WA 98118,"(47.5128320, -122.2650260)",,0
KUOW Puget Sound Public Radio,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,4518 University Way NE Suite 310 Seattle WA 98105,"(47.6618580, -122.3127900)",,0
